15.24, -0.187452, 0.000375, 0.026310
15.36, -0.187294, 0.004763, 0.046050
15.48, -0.186887, 0.009104, 0.065547
15.60, -0.186206, 0.013358, 0.084700
15.72, -0.185218, 0.017492, 0.103411
15.84, -0.183879, 0.021475, 0.121584
15.96, -0.182142, 0.025285, 0.139127
16.08, -0.179955, 0.028906, 0.155950
16.20, -0.177261, 0.032330, 0.171971
16.32, -0.174004, 0.035555, 0.187107
16.44, -0.170128, 0.038585, 0.201283
16.56, -0.165579, 0.041432, 0.214428
16.68, -0.160311, 0.044110, 0.226475
16.80, -0.154278, 0.046636, 0.237360
16.92, -0.147446, 0.049029, 0.247028
17.04, -0.139788, 0.051307, 0.255423
17.16, -0.131286, 0.053485, 0.262496
17.28, -0.121933, 0.055574, 0.268203
17.40, -0.111735, 0.057580, 0.272502
17.52, -0.100707, 0.059499, 0.275358
17.64, -0.088879, 0.061321, 0.276738
17.76, -0.076295, 0.063027, 0.276616
17.88, -0.063012, 0.064585, 0.274968
18.00, -0.049099, 0.065957, 0.271780
18.12, -0.034644, 0.067093, 0.267040
18.24, -0.019747, 0.067937, 0.260745
18.36, -0.004522, 0.068424, 0.252900
18.48, 0.010898, 0.068487, 0.243520
18.60, 0.026370, 0.068056, 0.232627
18.72, 0.041737, 0.067064, 0.220256
18.84, 0.056828, 0.065448, 0.206455
18.96, 0.071464, 0.063154, 0.191283
19.08, 0.085458, 0.060143, 0.174815
19.20, 0.098622, 0.056390, 0.157137
19.32, 0.110764, 0.051890, 0.138354
19.44, 0.121703, 0.046663, 0.118580
19.56, 0.131263, 0.040750, 0.097945
19.68, 0.139287, 0.034216, 0.076591
19.80, 0.145639, 0.027151, 0.054671
19.92, 0.150207, 0.019661, 0.032343
49.961000
49.798000
49.791000
49.746000
49.762000
49.895000
49.941000
49.767000
49.821000
49.846000
49.731000
49.728000
49.814000
49.777000
49.768000
49.801000
49.707000
49.712000
49.778000
49.763000
49.773000
49.928000
49.909000
49.866000
49.807000
49.778000
49.896000
49.898000
49.828000
49.856000
49.807000
49.859000
49.808000
49.761000
49.719000
49.768000
49.906000
49.902000
49.928000
49.891000
49.806000
49.788000
49.812000
49.816000
49.843000
49.816000
49.857000
49.824000
49.863000
49.867000
49.812000
49.720000
49.828000
49.815000
49.743000
49.759000
49.755000
49.871000
49.908000
49.482000
49.766000
49.819000
49.816000
49.808000
49.654000
49.822000
49.699000
49.954000
49.863000
49.691000
49.748000
49.839000
49.806000
49.834000
49.626000
49.713000
49.898000
49.749000
49.797000
49.551000
49.589000
49.806000
49.850000
49.818000
49.780000
49.878000
49.793000
49.805000
49.772000
49.766000
49.766000
49.798000
49.761000
49.827000
49.803000
49.827000
49.756000
49.821000
49.818000
49.765000
49.833000
49.783000
49.819000
49.787000
49.776000
49.841000
49.745000
49.808000
49.876000
49.796000
49.670000
49.885000
49.709000
49.737000
49.818000
49.792000
49.761000
49.832000
49.766000
49.804000
49.733000
49.725000
49.822000
49.740000
49.815000
49.627000
49.867000
49.843000
49.747000
49.797000
49.723000
49.785000
49.958000
49.833000
49.796000
49.752000
49.796000
49.750000
49.799000
49.755000
49.876000
49.763000
49.812000
49.796000
49.776000
49.761000
49.743000
49.798000
49.779000
49.820000
49.749000
49.805000
49.730000
49.727000
49.722000
49.743000
49.844000
49.723000
49.632000
49.817000
49.707000
49.829000
49.831000
49.734000
49.831000
49.790000
49.714000
